State,Year,Quater,Districts,Transaction_count,Transaction_amount
Odisha,2018,4,mayurbhanj district,671390,709208196.9918126
Odisha,2018,4,jharsuguda district,361836,635778677.7811842
Odisha,2018,4,kandhamal district,105832,170201069.83170795
Odisha,2018,4,deogarh district,78808,79524192.39719433
Odisha,2018,4,sundargarh district,620461,942930576.3489256
Odisha,2018,4,jagatsinghapur district,729403,588561101.5869067
Odisha,2018,4,balangir district,369543,559763676.388267
Odisha,2018,4,baleshwar district,1996845,1819634443.5278254
Odisha,2018,4,puri district,1076748,919852799.4930115
Odisha,2018,4,sonepur district,238162,248817917.18160307
Odisha,2018,4,khordha district,4036038,4756776453.593592
Odisha,2018,4,boudh district,112170,116282926.3032055
Odisha,2018,4,gajapati district,87088,135906778.33179373
Odisha,2018,4,nayagarh district,568477,432441658.9666865
Odisha,2018,4,nabarangpur district,90414,185807459.33983347
Odisha,2018,4,kendrapara district,636115,555486338.2117988
Odisha,2018,4,cuttack district,1823683,1900469800.3941858
Odisha,2019,1,rayagada district,340244,595120420.4162832
Odisha,2019,1,koraput district,316520,630823035.7838995
Odisha,2019,1,malkangiri district,70405,160691430.78001356
Odisha,2019,1,sambalpur district,895013,918259581.0629485
Odisha,2019,1,kalahandi district,431549,586265031.5428826
Odisha,2019,1,anugul district,1023176,1083105252.400957
Odisha,2019,1,ganjam district,2226839,2660856143.34366
Odisha,2019,1,jajapur district,2005354,1597716033.1140456
Odisha,2019,1,bargarh district,461241,528962055.1266706
Odisha,2019,1,dhenkanal district,1112474,855542150.6448644
Odisha,2019,1,bhadrak district,1224209,1137735927.030436
Odisha,2019,1,nuapada district,108374,179419439.00628442
Odisha,2019,1,kendujhar district,1099272,1219690306.823368
Odisha,2019,1,mayurbhanj district,839604,818274530.2355882
Odisha,2019,1,jharsuguda district,564885,714563396.0299269
Odisha,2019,1,kandhamal district,162039,223691661.64638668
Odisha,2019,1,deogarh district,115802,116546935.48252225
Odisha,2019,1,sundargarh district,923180,1246173000.5323277
Odisha,2019,1,jagatsinghapur district,1002784,836101925.5451324
Odisha,2019,1,balangir district,508744,735304021.8803861
Odisha,2019,1,baleshwar district,2052883,1780121522.7942672
Odisha,2019,1,puri district,1300890,1292024780.4366007
Odisha,2019,1,sonepur district,280808,316438049.4707992
Odisha,2019,1,khordha district,9928652,10292381463.86045
Odisha,2019,1,boudh district,172499,182312483.2199381
Odisha,2019,1,gajapati district,167455,244816781.83949018
Odisha,2019,1,nayagarh district,755115,600356133.5273821
Odisha,2019,1,nabarangpur district,144603,281842707.2121133
Odisha,2019,1,kendrapara district,953388,845608921.7750068
Odisha,2019,1,cuttack district,2843941,2746382808.134754
Odisha,2019,2,rayagada district,280709,656526617.7743134
Odisha,2019,2,koraput district,264946,697680672.1443019
Odisha,2019,2,malkangiri district,63662,163577949.03581494
Odisha,2019,2,sambalpur district,555196,876350025.865391
Odisha,2019,2,kalahandi district,313155,566971135.6188346
Odisha,2019,2,anugul district,656270,1100526633.6700115
Odisha,2019,2,ganjam district,1557000,2952122343.4128723
Odisha,2019,2,jajapur district,1116157,1615320702.0190089
Odisha,2019,2,bargarh district,307078,521508061.5031182
Odisha,2019,2,dhenkanal district,599263,794892139.9110959
Odisha,2019,2,bhadrak district,793895,1136520159.8199663
Odisha,2019,2,nuapada district,85666,183804523.48156023
Odisha,2019,2,kendujhar district,778337,1270398763.2721443
Odisha,2019,2,mayurbhanj district,579915,822899498.9777604
Odisha,2019,2,jharsuguda district,379831,720310010.8218305
Odisha,2019,2,kandhamal district,122464,238768483.16886765
Odisha,2019,2,deogarh district,72026,116813754.21692091
Odisha,2019,2,sundargarh district,769791,1356881694.2599456
Odisha,2019,2,jagatsinghapur district,575539,819445698.642421
Odisha,2019,2,balangir district,347205,692317084.1134429
Odisha,2019,2,baleshwar district,1260994,1740194783.6891394
Odisha,2019,2,puri district,808325,1052200875.2230995
Odisha,2019,2,sonepur district,177313,309467845.15625936
Odisha,2019,2,khordha district,13339889,19006076643.493904
Odisha,2019,2,boudh district,104159,155807378.12670165
Odisha,2019,2,gajapati district,135005,282761898.15176636
Odisha,2019,2,nayagarh district,478845,591354095.869525
Odisha,2019,2,nabarangpur district,111246,270059798.7114527
Odisha,2019,2,kendrapara district,588898,847545177.3492131
Odisha,2019,2,cuttack district,2289245,3195750424.172798
Odisha,2019,3,rayagada district,376394,767666276.6532172
Odisha,2019,3,koraput district,353450,819578530.4873664
Odisha,2019,3,malkangiri district,89976,196389555.9927202
Odisha,2019,3,sambalpur district,753215,1086288716.854814
Odisha,2019,3,kalahandi district,409951,705204074.2370496
Odisha,2019,3,anugul district,916878,1372415071.347659
Odisha,2019,3,ganjam district,1689894,3154919760.2279887
Odisha,2019,3,jajapur district,1763488,2029201892.6835146
Odisha,2019,3,bargarh district,399644,634553845.35181
Odisha,2019,3,dhenkanal district,798967,949131450.4318355
Odisha,2019,3,bhadrak district,1061299,1329983572.7403765
Odisha,2019,3,nuapada district,109425,218116599.9378627
Odisha,2019,3,kendujhar district,1226918,1617148718.999577
Odisha,2019,3,mayurbhanj district,694198,923239649.3263234
Odisha,2019,3,jharsuguda district,471902,850967438.6626351
Odisha,2019,3,kandhamal district,153216,281375741.2826705
Odisha,2019,3,deogarh district,80214,128900414.43567635
Odisha,2019,3,sundargarh district,1085480,1653794140.1211014
Odisha,2019,3,jagatsinghapur district,851671,1026487175.9802848
Odisha,2019,3,balangir district,449364,855603215.9304413
Odisha,2019,3,baleshwar district,1845986,2136997579.0817952
Odisha,2019,3,puri district,1500762,1624951778.3543258
Odisha,2019,3,sonepur district,264052,362861784.21083355
Odisha,2019,3,khordha district,18364742,25509656902.49331
Odisha,2019,3,boudh district,163537,197907021.9060244
Odisha,2019,3,gajapati district,177790,305317973.3723446
Odisha,2019,3,nayagarh district,634614,719659519.0129741
Odisha,2019,3,nabarangpur district,154122,326011025.21638674
Odisha,2019,3,kendrapara district,734359,980897393.1448151
Odisha,2019,3,cuttack district,3846764,4539350540.746681
Odisha,2019,4,rayagada district,550178,1109322132.7707095
Odisha,2019,4,koraput district,494293,1209747441.0287023
Odisha,2019,4,malkangiri district,133235,322448354.4155744
Odisha,2019,4,sambalpur district,1116191,1490849495.7650275
Odisha,2019,4,kalahandi district,639494,1028034741.0202825
Odisha,2019,4,anugul district,1366993,1943880255.5758097
Odisha,2019,4,ganjam district,2682447,4526321215.890192
Odisha,2019,4,jajapur district,2717947,2951249575.9169297
Odisha,2019,4,bargarh district,713094,951985689.607422
Odisha,2019,4,dhenkanal district,1550560,1418903993.556759
Odisha,2019,4,bhadrak district,1978353,1972793936.5333765
Odisha,2019,4,nuapada district,167314,340951304.7500589
Odisha,2019,4,kendujhar district,2031166,2048009647.964933
Odisha,2019,4,mayurbhanj district,1161522,1247673917.9390252
Odisha,2019,4,jharsuguda district,652637,1157694298.6700208
Odisha,2019,4,kandhamal district,233830,413746856.4352374
Odisha,2019,4,deogarh district,129619,186540867.93405515
Odisha,2019,4,sundargarh district,1500297,2290633492.940537
Odisha,2019,4,jagatsinghapur district,1335182,1488084640.2449114
Odisha,2019,4,balangir district,687750,1280487371.8376715
Odisha,2019,4,baleshwar district,3904913,2998071243.256762
Odisha,2019,4,puri district,2203098,2409106457.318024
Odisha,2019,4,sonepur district,496342,541430418.2319663
Odisha,2019,4,khordha district,27477393,34227232121.528633
Odisha,2019,4,boudh district,254637,312738553.0520179
Odisha,2019,4,gajapati district,251711,458723675.8489066
Odisha,2019,4,nayagarh district,1216377,1112909587.3624873
Odisha,2019,4,nabarangpur district,225429,577013731.8257252
Odisha,2019,4,kendrapara district,1340023,1483548006.277824
Odisha,2019,4,cuttack district,5783608,6269240606.549929
Odisha,2020,1,rayagada district,663128,1477428119.1390314
Odisha,2020,1,koraput district,592534,1499069454.0581412
Odisha,2020,1,malkangiri district,181586,470844271.20852065
Odisha,2020,1,sambalpur district,1113759,1737396143.7868922
Odisha,2020,1,kalahandi district,664969,1321645511.002597
Odisha,2020,1,anugul district,1176601,2199325035.222316
Odisha,2020,1,ganjam district,2622872,5351713624.577465
Odisha,2020,1,jajapur district,2166952,3390103391.1967616
Odisha,2020,1,bargarh district,589393,1108945715.4864137
Odisha,2020,1,dhenkanal district,1043514,1661118753.4586196
Odisha,2020,1,bhadrak district,1450538,2346314618.120599
Odisha,2020,1,nuapada district,185560,449826625.3323068
Odisha,2020,1,kendujhar district,1413416,2398684449.974683
Odisha,2020,1,mayurbhanj district,1016860,1482459556.842404
Odisha,2020,1,jharsuguda district,700840,1269976277.2419264
Odisha,2020,1,kandhamal district,243339,464298902.2308825
Odisha,2020,1,deogarh district,124611,248576105.90038487
Odisha,2020,1,sundargarh district,1644012,2694884103.726101
Odisha,2020,1,jagatsinghapur district,1127051,1771679500.0746913
Odisha,2020,1,balangir district,683817,1531878718.6190534
Odisha,2020,1,baleshwar district,2303973,3252830642.849325
Odisha,2020,1,puri district,1788019,2673428317.4419956
Odisha,2020,1,sonepur district,322992,678233299.6053038
Odisha,2020,1,khordha district,23152370,39755139238.6053
Odisha,2020,1,boudh district,195704,417335078.4573859
Odisha,2020,1,gajapati district,313975,639923543.0203347
Odisha,2020,1,nayagarh district,808455,1259172558.6025171
Odisha,2020,1,nabarangpur district,284539,787100587.3644687
Odisha,2020,1,kendrapara district,1082408,1775004059.5783315
Odisha,2020,1,cuttack district,4024520,5842461996.611475
Odisha,2020,2,rayagada district,729797,1650075972.3540688
Odisha,2020,2,koraput district,701471,1684147260.0748496
Odisha,2020,2,malkangiri district,237062,505736982.3899178
Odisha,2020,2,sambalpur district,1027708,1711599706.905475
Odisha,2020,2,kalahandi district,809132,1488536209.721948
Odisha,2020,2,anugul district,1343647,2479132333.7187643
Odisha,2020,2,ganjam district,2890005,5465974236.170576
Odisha,2020,2,jajapur district,2289121,3594755068.4098186
Odisha,2020,2,bargarh district,691248,1303406945.1623073
Odisha,2020,2,dhenkanal district,1131904,1842085944.2675903
Odisha,2020,2,bhadrak district,1596539,2600823926.195097
Odisha,2020,2,nuapada district,242495,513555457.6037278
Odisha,2020,2,kendujhar district,1613148,2773560564.5270324
Odisha,2020,2,mayurbhanj district,1179036,1742769226.7353773
Odisha,2020,2,jharsuguda district,827189,1432120073.5978777
Odisha,2020,2,kandhamal district,352412,637452864.4548341
Odisha,2020,2,deogarh district,159575,292751431.02703243
Odisha,2020,2,sundargarh district,1703737,2767383294.981725
Odisha,2020,2,jagatsinghapur district,1319261,2052533021.7400928
Odisha,2020,2,balangir district,810788,1606404798.2724493
Odisha,2020,2,baleshwar district,2140956,3546636201.588075
Odisha,2020,2,puri district,1909766,2861457530.8475657
Odisha,2020,2,sonepur district,340991,726143280.9609615
Odisha,2020,2,khordha district,16842715,34814877058.41614
Odisha,2020,2,boudh district,215816,477555378.4481401
Odisha,2020,2,gajapati district,338142,705704082.2520387
Odisha,2020,2,nayagarh district,937866,1462497686.3507159
Odisha,2020,2,nabarangpur district,349727,831289714.099038
Odisha,2020,2,kendrapara district,1332607,2031155809.389162
Odisha,2020,2,cuttack district,3964715,6130914551.43539
Odisha,2020,3,rayagada district,940395,2171461862.7580986
Odisha,2020,3,koraput district,892903,2239193172.260001
Odisha,2020,3,malkangiri district,279070,656924030.3406456
Odisha,2020,3,sambalpur district,1337354,2335225267.124839
Odisha,2020,3,kalahandi district,963695,1807514657.1636548
Odisha,2020,3,anugul district,1744600,3343482976.3347354
Odisha,2020,3,ganjam district,3839868,7953863604.839375
Odisha,2020,3,jajapur district,2999596,5158572435.142748
Odisha,2020,3,bargarh district,830854,1694097974.727478
Odisha,2020,3,dhenkanal district,1383673,2367632360.986941
Odisha,2020,3,bhadrak district,2028722,3426773014.8613324
Odisha,2020,3,nuapada district,274431,614356415.8543423
Odisha,2020,3,kendujhar district,2057809,3776890615.14137
Odisha,2020,3,mayurbhanj district,1442159,2333381596.6676884
Odisha,2020,3,jharsuguda district,1058263,1905020608.66538
Odisha,2020,3,kandhamal district,642484,1335599297.787261
Odisha,2020,3,deogarh district,183525,361669508.7964552
Odisha,2020,3,sundargarh district,2196403,3933817517.0151653
Odisha,2020,3,jagatsinghapur district,1718846,2892836563.407177
Odisha,2020,3,balangir district,985190,2034115762.7420158
Odisha,2020,3,baleshwar district,2923704,5216210715.3624935
Odisha,2020,3,puri district,2508367,3947100295.177196
Odisha,2020,3,sonepur district,381251,809172723.1178588
Odisha,2020,3,khordha district,23387123,44638448273.52248
Odisha,2020,3,boudh district,254628,545058074.0596836
Odisha,2020,3,gajapati district,438029,1022242584.1231097
Odisha,2020,3,nayagarh district,1150471,1872504494.580644
Odisha,2020,3,nabarangpur district,410817,953944775.823143
Odisha,2020,3,kendrapara district,1718709,2843601668.3324695
Odisha,2020,3,cuttack district,5060890,8273230957.575866
Odisha,2020,4,rayagada district,1437322,3505981077.0872393
Odisha,2020,4,koraput district,1326213,3682341020.3632216
Odisha,2020,4,malkangiri district,396989,1080034767.104372
Odisha,2020,4,sambalpur district,2041120,3856932278.5305915
Odisha,2020,4,kalahandi district,1385646,2970301991.8473916
Odisha,2020,4,anugul district,2566879,5376845657.748441
Odisha,2020,4,ganjam district,5759948,13253685787.514484
Odisha,2020,4,jajapur district,4383403,8064953082.11138
Odisha,2020,4,bargarh district,1229675,2760170987.368587
Odisha,2020,4,dhenkanal district,2043208,3880815794.3012795
Odisha,2020,4,bhadrak district,2820751,5186943315.862049
Odisha,2020,4,nuapada district,394157,991560206.6707819
Odisha,2020,4,kendujhar district,2911896,5952433266.6475725
Odisha,2020,4,mayurbhanj district,1986570,3615645137.819895
Odisha,2020,4,jharsuguda district,1564404,2963828411.1698093
Odisha,2020,4,kandhamal district,771916,1759108070.2207742
Odisha,2020,4,deogarh district,253750,570948134.8258159
Odisha,2020,4,sundargarh district,3330883,6393696705.870721
Odisha,2020,4,jagatsinghapur district,2391216,4334522915.224213
Odisha,2020,4,balangir district,1460921,3399486807.277832
Odisha,2020,4,baleshwar district,3989220,7694990828.293821
Odisha,2020,4,puri district,3709394,6257350469.108796
Odisha,2020,4,sonepur district,538383,1256084562.715549
Odisha,2020,4,khordha district,30354832,54573862957.88316
Odisha,2020,4,boudh district,354223,843923193.7491837
Odisha,2020,4,gajapati district,659640,1686082695.4936619
Odisha,2020,4,nayagarh district,1672589,2988260896.098785
Odisha,2020,4,nabarangpur district,587880,1638158377.9883218
Odisha,2020,4,kendrapara district,2352689,4247755012.4466047
Odisha,2020,4,cuttack district,7649233,13515958605.271858
Odisha,2021,1,rayagada district,1580304,3857572983.853812
Odisha,2021,1,koraput district,1411047,3878359742.028323
Odisha,2021,1,malkangiri district,417372,1292715033.1124027
Odisha,2021,1,sambalpur district,2362934,4327629131.775824
Odisha,2021,1,kalahandi district,1524147,3607832701.490842
Odisha,2021,1,anugul district,2688530,5923776582.870062
Odisha,2021,1,ganjam district,5849764,13763037682.995218
Odisha,2021,1,jajapur district,4602753,8875206797.09903
Odisha,2021,1,bargarh district,1326870,3151903068.5503645
Odisha,2021,1,dhenkanal district,2198973,4435108999.126256
Odisha,2021,1,bhadrak district,2838067,5913171362.618633
Odisha,2021,1,nuapada district,434130,1190057735.4815695
Odisha,2021,1,kendujhar district,3023651,6672384144.204559
Odisha,2021,1,mayurbhanj district,2086266,4060942529.903472
