State,Year,Quater,Districts,Registered_Users,app_opens
Madhya Pradesh,2020,1,seoni district,133334,3134906
Madhya Pradesh,2020,1,harda district,67392,1421699
Madhya Pradesh,2020,1,burhanpur district,70827,1358449
Madhya Pradesh,2020,1,damoh district,98583,1892344
Madhya Pradesh,2020,1,bhopal district,1003288,38048310
Madhya Pradesh,2020,1,jhabua district,52803,1026941
Madhya Pradesh,2020,1,dhar district,270891,6924843
Madhya Pradesh,2020,1,guna district,169946,3705575
Madhya Pradesh,2020,1,east nimar district,125273,2916328
Madhya Pradesh,2020,1,chhindwara district,268008,6375827
Madhya Pradesh,2020,1,umaria district,51076,1230506
Madhya Pradesh,2020,1,mandla district,77954,1599740
Madhya Pradesh,2020,1,indore district,1287857,40721955
Madhya Pradesh,2020,1,shahdol district,112022,2748773
Madhya Pradesh,2020,1,ratlam district,204718,4810168
Madhya Pradesh,2020,1,panna district,64176,1403113
Madhya Pradesh,2020,1,chhatarpur district,164422,3076493
Madhya Pradesh,2020,2,morena district,217318,5129896
Madhya Pradesh,2020,2,alirajpur district,31422,729211
Madhya Pradesh,2020,2,sehore district,251480,8117617
Madhya Pradesh,2020,2,rajgarh district,198951,6020987
Madhya Pradesh,2020,2,khargone district,210140,5461706
Madhya Pradesh,2020,2,satna district,281414,5628403
Madhya Pradesh,2020,2,narsinghpur district,166358,3793445
Madhya Pradesh,2020,2,jabalpur district,507707,7997620
Madhya Pradesh,2020,2,hoshangabad district,213924,4541381
Madhya Pradesh,2020,2,vidisha district,207720,4961336
Madhya Pradesh,2020,2,balaghat district,207076,5527300
Madhya Pradesh,2020,2,singrauli district,171262,5115820
Madhya Pradesh,2020,2,betul district,217297,5519756
Madhya Pradesh,2020,2,sidhi district,102450,2564784
Madhya Pradesh,2020,2,datia district,81212,1706107
Madhya Pradesh,2020,2,dewas district,275957,7803477
Madhya Pradesh,2020,2,sheopur district,54544,1380317
Madhya Pradesh,2020,2,neemuch district,134827,2980796
Madhya Pradesh,2020,2,raisen district,207040,5410647
Madhya Pradesh,2020,2,mandsaur district,208900,4536235
Madhya Pradesh,2020,2,barwani district,98117,2245925
Madhya Pradesh,2020,2,katni district,148185,2934370
Madhya Pradesh,2020,2,dindori district,45900,1159585
Madhya Pradesh,2020,2,shivpuri district,156442,3406650
Madhya Pradesh,2020,2,gwalior district,554377,10235469
Madhya Pradesh,2020,2,anuppur district,85974,2186319
Madhya Pradesh,2020,2,agar malwa district,66194,1869353
Madhya Pradesh,2020,2,ashoknagar district,80288,1900830
Madhya Pradesh,2020,2,sagar district,333878,6979197
Madhya Pradesh,2020,2,niwari district,35711,789640
Madhya Pradesh,2020,2,rewa district,313486,6612580
Madhya Pradesh,2020,2,shajapur district,142935,4213047
Madhya Pradesh,2020,2,ujjain district,395028,8399908
Madhya Pradesh,2020,2,bhind district,183346,4266447
Madhya Pradesh,2020,2,tikamgarh district,87535,2052740
Madhya Pradesh,2020,2,seoni district,152359,3792749
Madhya Pradesh,2020,2,harda district,76370,1841278
Madhya Pradesh,2020,2,burhanpur district,82919,1807039
Madhya Pradesh,2020,2,damoh district,112085,2305237
Madhya Pradesh,2020,2,bhopal district,1080094,23833983
Madhya Pradesh,2020,2,jhabua district,67708,1642394
Madhya Pradesh,2020,2,dhar district,310389,7389446
Madhya Pradesh,2020,2,guna district,192017,4184669
Madhya Pradesh,2020,2,east nimar district,145921,3756177
Madhya Pradesh,2020,2,chhindwara district,302791,7241928
Madhya Pradesh,2020,2,umaria district,57495,1408949
Madhya Pradesh,2020,2,mandla district,90576,1972364
Madhya Pradesh,2020,2,indore district,1410157,24675945
Madhya Pradesh,2020,2,shahdol district,125221,3026667
Madhya Pradesh,2020,2,ratlam district,233307,5260077
Madhya Pradesh,2020,2,panna district,73675,1835695
Madhya Pradesh,2020,2,chhatarpur district,186944,3616546
Madhya Pradesh,2020,3,morena district,243100,5515627
Madhya Pradesh,2020,3,alirajpur district,36425,771655
Madhya Pradesh,2020,3,sehore district,276075,9913991
Madhya Pradesh,2020,3,rajgarh district,224388,7130757
Madhya Pradesh,2020,3,khargone district,234694,6430041
Madhya Pradesh,2020,3,satna district,311884,7299985
Madhya Pradesh,2020,3,narsinghpur district,182823,4534535
Madhya Pradesh,2020,3,jabalpur district,555235,10924773
Madhya Pradesh,2020,3,hoshangabad district,235930,5467865
Madhya Pradesh,2020,3,vidisha district,231156,5977596
Madhya Pradesh,2020,3,balaghat district,232874,6555205
Madhya Pradesh,2020,3,singrauli district,188497,6614617
Madhya Pradesh,2020,3,betul district,241045,6751236
Madhya Pradesh,2020,3,sidhi district,114892,3240245
Madhya Pradesh,2020,3,datia district,89996,1971313
Madhya Pradesh,2020,3,dewas district,303624,9541669
Madhya Pradesh,2020,3,sheopur district,61321,1465485
Madhya Pradesh,2020,3,neemuch district,150072,3607288
Madhya Pradesh,2020,3,raisen district,230222,6621543
Madhya Pradesh,2020,3,mandsaur district,233832,5525088
Madhya Pradesh,2020,3,barwani district,111594,2704695
Madhya Pradesh,2020,3,katni district,164877,3754041
Madhya Pradesh,2020,3,dindori district,53140,1482035
Madhya Pradesh,2020,3,shivpuri district,178433,4190392
Madhya Pradesh,2020,3,gwalior district,603096,13858039
Madhya Pradesh,2020,3,anuppur district,94947,2743203
Madhya Pradesh,2020,3,agar malwa district,75042,2067746
Madhya Pradesh,2020,3,ashoknagar district,90944,2218641
Madhya Pradesh,2020,3,sagar district,368745,8520052
Madhya Pradesh,2020,3,niwari district,40044,943976
Madhya Pradesh,2020,3,rewa district,343897,8609066
Madhya Pradesh,2020,3,shajapur district,158634,4836627
Madhya Pradesh,2020,3,ujjain district,436068,11102536
Madhya Pradesh,2020,3,bhind district,204515,4603385
Madhya Pradesh,2020,3,tikamgarh district,99435,2355794
Madhya Pradesh,2020,3,seoni district,169843,4472061
Madhya Pradesh,2020,3,harda district,84771,2045684
Madhya Pradesh,2020,3,burhanpur district,94468,2236883
Madhya Pradesh,2020,3,damoh district,126047,2720247
Madhya Pradesh,2020,3,bhopal district,1162000,34412697
Madhya Pradesh,2020,3,jhabua district,78359,1855019
Madhya Pradesh,2020,3,dhar district,346394,9730750
Madhya Pradesh,2020,3,guna district,215479,5194184
Madhya Pradesh,2020,3,east nimar district,163928,4383655
Madhya Pradesh,2020,3,chhindwara district,336306,8957880
Madhya Pradesh,2020,3,umaria district,64323,1797853
Madhya Pradesh,2020,3,mandla district,102626,2401861
Madhya Pradesh,2020,3,indore district,1524036,37661995
Madhya Pradesh,2020,3,shahdol district,139177,4001386
Madhya Pradesh,2020,3,ratlam district,260470,6567251
Madhya Pradesh,2020,3,panna district,83059,2181466
Madhya Pradesh,2020,3,chhatarpur district,211442,4379380
Madhya Pradesh,2020,4,morena district,267467,6386001
Madhya Pradesh,2020,4,alirajpur district,41088,847945
Madhya Pradesh,2020,4,sehore district,300164,11926496
Madhya Pradesh,2020,4,rajgarh district,248183,8283878
Madhya Pradesh,2020,4,khargone district,259561,7925970
Madhya Pradesh,2020,4,satna district,340632,8895084
Madhya Pradesh,2020,4,narsinghpur district,198797,5497813
Madhya Pradesh,2020,4,jabalpur district,604034,14264772
Madhya Pradesh,2020,4,hoshangabad district,257815,7025247
Madhya Pradesh,2020,4,vidisha district,254046,6972300
Madhya Pradesh,2020,4,balaghat district,257330,7971567
Madhya Pradesh,2020,4,singrauli district,205335,7900407
Madhya Pradesh,2020,4,betul district,264821,8089210
Madhya Pradesh,2020,4,sidhi district,127036,3863820
Madhya Pradesh,2020,4,datia district,98245,2291208
Madhya Pradesh,2020,4,dewas district,331443,11586451
Madhya Pradesh,2020,4,sheopur district,67867,1682681
Madhya Pradesh,2020,4,neemuch district,164544,4142475
Madhya Pradesh,2020,4,raisen district,252088,8029455
Madhya Pradesh,2020,4,mandsaur district,257488,6397496
Madhya Pradesh,2020,4,barwani district,125456,3455685
Madhya Pradesh,2020,4,katni district,181408,4600435
Madhya Pradesh,2020,4,dindori district,59962,1753585
Madhya Pradesh,2020,4,shivpuri district,200121,5169044
Madhya Pradesh,2020,4,gwalior district,652985,17627043
Madhya Pradesh,2020,4,anuppur district,104310,3325790
Madhya Pradesh,2020,4,agar malwa district,83325,2435806
Madhya Pradesh,2020,4,ashoknagar district,100497,2536318
Madhya Pradesh,2020,4,sagar district,402006,10203743
Madhya Pradesh,2020,4,niwari district,44148,1058416
Madhya Pradesh,2020,4,rewa district,374099,10724980
Madhya Pradesh,2020,4,shajapur district,173999,5651313
Madhya Pradesh,2020,4,ujjain district,475637,13546406
Madhya Pradesh,2020,4,bhind district,223913,5313250
Madhya Pradesh,2020,4,tikamgarh district,110958,2768553
Madhya Pradesh,2020,4,seoni district,187112,5428128
Madhya Pradesh,2020,4,harda district,92862,2573686
Madhya Pradesh,2020,4,burhanpur district,105578,2787448
Madhya Pradesh,2020,4,damoh district,139246,3194459
Madhya Pradesh,2020,4,bhopal district,1249343,46817428
Madhya Pradesh,2020,4,jhabua district,88307,2119717
Madhya Pradesh,2020,4,dhar district,382523,12266979
Madhya Pradesh,2020,4,guna district,235371,6298119
Madhya Pradesh,2020,4,east nimar district,181040,5304286
Madhya Pradesh,2020,4,chhindwara district,370027,11110963
Madhya Pradesh,2020,4,umaria district,71049,2183916
Madhya Pradesh,2020,4,mandla district,113986,2902555
Madhya Pradesh,2020,4,indore district,1645564,52259995
Madhya Pradesh,2020,4,shahdol district,153490,4992250
Madhya Pradesh,2020,4,ratlam district,286103,7739584
Madhya Pradesh,2020,4,panna district,91870,2441428
Madhya Pradesh,2020,4,chhatarpur district,233668,4999862
Madhya Pradesh,2021,1,morena district,289939,7286647
Madhya Pradesh,2021,1,alirajpur district,44762,957474
Madhya Pradesh,2021,1,sehore district,323704,13261091
Madhya Pradesh,2021,1,rajgarh district,270842,10221796
Madhya Pradesh,2021,1,khargone district,281236,9020662
Madhya Pradesh,2021,1,satna district,368299,10016376
Madhya Pradesh,2021,1,narsinghpur district,214249,6119619
Madhya Pradesh,2021,1,jabalpur district,650087,17013715
Madhya Pradesh,2021,1,hoshangabad district,277931,7999438
Madhya Pradesh,2021,1,vidisha district,274866,8148091
Madhya Pradesh,2021,1,balaghat district,278215,8823124
Madhya Pradesh,2021,1,singrauli district,221433,8797507
Madhya Pradesh,2021,1,betul district,285621,8986356
Madhya Pradesh,2021,1,sidhi district,137421,4335454
Madhya Pradesh,2021,1,datia district,106332,2671664
Madhya Pradesh,2021,1,dewas district,358124,13374910
Madhya Pradesh,2021,1,sheopur district,73775,1910721
Madhya Pradesh,2021,1,neemuch district,178235,4924752
Madhya Pradesh,2021,1,raisen district,272622,9391937
Madhya Pradesh,2021,1,mandsaur district,279783,7749487
Madhya Pradesh,2021,1,barwani district,136583,4178618
Madhya Pradesh,2021,1,katni district,195985,5374853
Madhya Pradesh,2021,1,dindori district,65047,1911876
Madhya Pradesh,2021,1,shivpuri district,219381,6639272
Madhya Pradesh,2021,1,gwalior district,703232,21185809
Madhya Pradesh,2021,1,anuppur district,112519,3789922
Madhya Pradesh,2021,1,agar malwa district,91340,3101167
Madhya Pradesh,2021,1,ashoknagar district,109372,3072156
Madhya Pradesh,2021,1,sagar district,432938,11962030
Madhya Pradesh,2021,1,niwari district,47790,1193738
Madhya Pradesh,2021,1,rewa district,403013,11566676
Madhya Pradesh,2021,1,shajapur district,188759,6634450
Madhya Pradesh,2021,1,ujjain district,513868,16282572
Madhya Pradesh,2021,1,bhind district,242318,5815370
Madhya Pradesh,2021,1,tikamgarh district,120720,3198089
Madhya Pradesh,2021,1,seoni district,202103,6250770
Madhya Pradesh,2021,1,harda district,100149,2843519
Madhya Pradesh,2021,1,burhanpur district,114766,3206426
Madhya Pradesh,2021,1,damoh district,150665,3641799
Madhya Pradesh,2021,1,bhopal district,1340741,58411069
Madhya Pradesh,2021,1,jhabua district,96483,2562361
Madhya Pradesh,2021,1,dhar district,415117,14747039
Madhya Pradesh,2021,1,guna district,255002,7638668
Madhya Pradesh,2021,1,east nimar district,196341,6130447
Madhya Pradesh,2021,1,chhindwara district,399276,12492218
Madhya Pradesh,2021,1,umaria district,76879,2468522
Madhya Pradesh,2021,1,mandla district,123283,3279877
Madhya Pradesh,2021,1,indore district,1769869,68567452
Madhya Pradesh,2021,1,shahdol district,165899,5794627
Madhya Pradesh,2021,1,ratlam district,309912,9084625
Madhya Pradesh,2021,1,panna district,99260,2725252
Madhya Pradesh,2021,1,chhatarpur district,253341,5738186
Madhya Pradesh,2021,2,morena district,312340,11658992
Madhya Pradesh,2021,2,alirajpur district,48799,4214096
Madhya Pradesh,2021,2,sehore district,347748,20406703
Madhya Pradesh,2021,2,rajgarh district,292808,21068586
Madhya Pradesh,2021,2,khargone district,303115,17984042
Madhya Pradesh,2021,2,satna district,395440,18158846
Madhya Pradesh,2021,2,narsinghpur district,229785,10827026
Madhya Pradesh,2021,2,jabalpur district,695130,16368504
Madhya Pradesh,2021,2,hoshangabad district,298276,12814860
Madhya Pradesh,2021,2,vidisha district,295656,17978994
Madhya Pradesh,2021,2,balaghat district,299166,16744453
Madhya Pradesh,2021,2,singrauli district,238061,16474895
Madhya Pradesh,2021,2,betul district,306387,19842980
Madhya Pradesh,2021,2,sidhi district,148292,10902853
Madhya Pradesh,2021,2,datia district,114602,6086229
Madhya Pradesh,2021,2,dewas district,384805,19205815
Madhya Pradesh,2021,2,sheopur district,79747,5448428
Madhya Pradesh,2021,2,neemuch district,192351,7410653
Madhya Pradesh,2021,2,raisen district,293092,18405753
Madhya Pradesh,2021,2,mandsaur district,301823,12487874
Madhya Pradesh,2021,2,barwani district,147396,11023324
Madhya Pradesh,2021,2,katni district,210578,9347591
Madhya Pradesh,2021,2,dindori district,70483,8065639
Madhya Pradesh,2021,2,shivpuri district,237514,18049301
Madhya Pradesh,2021,2,gwalior district,753172,17980510
Madhya Pradesh,2021,2,anuppur district,121081,8163286
Madhya Pradesh,2021,2,agar malwa district,98973,6682101
Madhya Pradesh,2021,2,ashoknagar district,118179,9260965
Madhya Pradesh,2021,2,sagar district,464791,21608570
Madhya Pradesh,2021,2,niwari district,51713,2512818
Madhya Pradesh,2021,2,rewa district,432682,20075053
Madhya Pradesh,2021,2,shajapur district,203365,10781751
Madhya Pradesh,2021,2,ujjain district,552204,18716097
Madhya Pradesh,2021,2,bhind district,260861,11741937
Madhya Pradesh,2021,2,tikamgarh district,130462,7731408
Madhya Pradesh,2021,2,seoni district,217756,17586692
Madhya Pradesh,2021,2,harda district,107671,6297529
Madhya Pradesh,2021,2,burhanpur district,123507,5832545
Madhya Pradesh,2021,2,damoh district,162046,9075927
Madhya Pradesh,2021,2,bhopal district,1431127,34861095
Madhya Pradesh,2021,2,jhabua district,104613,7481265
Madhya Pradesh,2021,2,dhar district,447074,22841002
Madhya Pradesh,2021,2,guna district,274820,15526087
Madhya Pradesh,2021,2,east nimar district,211938,12412565
Madhya Pradesh,2021,2,chhindwara district,428800,25550376
Madhya Pradesh,2021,2,umaria district,82950,7042757
Madhya Pradesh,2021,2,mandla district,132963,10150247
Madhya Pradesh,2021,2,indore district,1892259,39059484
Madhya Pradesh,2021,2,shahdol district,178327,12388319
Madhya Pradesh,2021,2,ratlam district,333877,13571487
Madhya Pradesh,2021,2,panna district,107148,8654462
Madhya Pradesh,2021,2,chhatarpur district,273182,13178877
Madhya Pradesh,2021,3,morena district,338470,13227729
Madhya Pradesh,2021,3,alirajpur district,53291,4728456
Madhya Pradesh,2021,3,sehore district,375721,25285016
Madhya Pradesh,2021,3,rajgarh district,318695,27523308
Madhya Pradesh,2021,3,khargone district,328193,23542083
Madhya Pradesh,2021,3,satna district,426929,21267586
Madhya Pradesh,2021,3,narsinghpur district,248007,12673244
Madhya Pradesh,2021,3,jabalpur district,745631,21368026
Madhya Pradesh,2021,3,hoshangabad district,321576,15390024
Madhya Pradesh,2021,3,vidisha district,319665,21166904
Madhya Pradesh,2021,3,balaghat district,323407,20217874
Madhya Pradesh,2021,3,singrauli district,257742,21934340
Madhya Pradesh,2021,3,betul district,330804,24205783
Madhya Pradesh,2021,3,sidhi district,160978,12859544
Madhya Pradesh,2021,3,datia district,124227,6899755
Madhya Pradesh,2021,3,dewas district,415540,24454430
Madhya Pradesh,2021,3,sheopur district,86932,6639347
Madhya Pradesh,2021,3,neemuch district,208822,10636268
Madhya Pradesh,2021,3,raisen district,316696,22130746
Madhya Pradesh,2021,3,mandsaur district,328016,17663316
Madhya Pradesh,2021,3,barwani district,159845,14536467
Madhya Pradesh,2021,3,katni district,227610,11485240
Madhya Pradesh,2021,3,dindori district,76885,9873401
Madhya Pradesh,2021,3,shivpuri district,259032,22177059
Madhya Pradesh,2021,3,gwalior district,809887,23812811
Madhya Pradesh,2021,3,anuppur district,131119,10163761
Madhya Pradesh,2021,3,agar malwa district,108028,9117151
Madhya Pradesh,2021,3,ashoknagar district,128579,11583148
Madhya Pradesh,2021,3,sagar district,501819,25492375
Madhya Pradesh,2021,3,niwari district,56220,3258171
Madhya Pradesh,2021,3,rewa district,466895,21869871
Madhya Pradesh,2021,3,shajapur district,220532,13451565
Madhya Pradesh,2021,3,ujjain district,596195,26081272
Madhya Pradesh,2021,3,bhind district,282910,11482625
Madhya Pradesh,2021,3,tikamgarh district,142145,9778556
Madhya Pradesh,2021,3,seoni district,236282,22063729
Madhya Pradesh,2021,3,harda district,116184,6514335
Madhya Pradesh,2021,3,burhanpur district,133678,7850131
Madhya Pradesh,2021,3,damoh district,175611,11666579
Madhya Pradesh,2021,3,bhopal district,1531544,50710878
Madhya Pradesh,2021,3,jhabua district,114139,10253704
Madhya Pradesh,2021,3,dhar district,483901,30119220
Madhya Pradesh,2021,3,guna district,298761,19937174
Madhya Pradesh,2021,3,east nimar district,230302,16129967
Madhya Pradesh,2021,3,chhindwara district,462834,32394030
Madhya Pradesh,2021,3,umaria district,90077,9062967
Madhya Pradesh,2021,3,mandla district,144612,12183232
Madhya Pradesh,2021,3,indore district,2028266,62027203
Madhya Pradesh,2021,3,shahdol district,192588,15912652
Madhya Pradesh,2021,3,ratlam district,361407,18609747
Madhya Pradesh,2021,3,panna district,116511,10267836
Madhya Pradesh,2021,3,chhatarpur district,296493,15892288
Madhya Pradesh,2021,4,morena district,364107,15841324
Madhya Pradesh,2021,4,alirajpur district,57786,2467290
Madhya Pradesh,2021,4,sehore district,403250,26357503
Madhya Pradesh,2021,4,rajgarh district,343493,24636632
Madhya Pradesh,2021,4,khargone district,352873,20582042
Madhya Pradesh,2021,4,satna district,457858,20025485
Madhya Pradesh,2021,4,narsinghpur district,265787,12022235
Madhya Pradesh,2021,4,jabalpur district,796148,30708323
Madhya Pradesh,2021,4,hoshangabad district,344648,16846971
Madhya Pradesh,2021,4,vidisha district,344177,16357994
Madhya Pradesh,2021,4,balaghat district,347200,18761708
Madhya Pradesh,2021,4,singrauli district,276792,16021893
Madhya Pradesh,2021,4,betul district,354334,17915195
Madhya Pradesh,2021,4,sidhi district,173205,9085443
Madhya Pradesh,2021,4,datia district,133518,5903288
Madhya Pradesh,2021,4,dewas district,445758,27784624
Madhya Pradesh,2021,4,sheopur district,93888,4425363
Madhya Pradesh,2021,4,neemuch district,224442,11233575
Madhya Pradesh,2021,4,raisen district,340113,19857437
Madhya Pradesh,2021,4,mandsaur district,352936,17894151
Madhya Pradesh,2021,4,barwani district,172064,10424021
Madhya Pradesh,2021,4,katni district,244085,11313356
Madhya Pradesh,2021,4,dindori district,83183,4058308
Madhya Pradesh,2021,4,shivpuri district,279745,15194316
Madhya Pradesh,2021,4,gwalior district,866561,37156850
Madhya Pradesh,2021,4,anuppur district,140817,7245537
Madhya Pradesh,2021,4,agar malwa district,116711,7478552
Madhya Pradesh,2021,4,ashoknagar district,138555,7568285
Madhya Pradesh,2021,4,sagar district,538447,23166608
Madhya Pradesh,2021,4,niwari district,60568,2702448
Madhya Pradesh,2021,4,rewa district,500513,22443034
Madhya Pradesh,2021,4,shajapur district,236918,14506010
Madhya Pradesh,2021,4,ujjain district,639197,33583390
Madhya Pradesh,2021,4,bhind district,304654,12277081
Madhya Pradesh,2021,4,tikamgarh district,153468,7302744
Madhya Pradesh,2021,4,seoni district,254057,13780511
Madhya Pradesh,2021,4,harda district,124528,6342732
Madhya Pradesh,2021,4,burhanpur district,143490,7214848
Madhya Pradesh,2021,4,damoh district,188719,7734176
Madhya Pradesh,2021,4,bhopal district,1633266,93931993
Madhya Pradesh,2021,4,jhabua district,123245,6502753
Madhya Pradesh,2021,4,dhar district,519970,32607060
Madhya Pradesh,2021,4,guna district,321685,16280589
Madhya Pradesh,2021,4,east nimar district,247780,13878939
Madhya Pradesh,2021,4,chhindwara district,495990,25711745
Madhya Pradesh,2021,4,umaria district,96803,4944557
Madhya Pradesh,2021,4,mandla district,155589,7086912
Madhya Pradesh,2021,4,indore district,2164101,120836112
Madhya Pradesh,2021,4,shahdol district,206601,11162981
Madhya Pradesh,2021,4,ratlam district,387771,18837420
Madhya Pradesh,2021,4,panna district,125727,6055168
Madhya Pradesh,2021,4,chhatarpur district,319122,12573269
Madhya Pradesh,2022,1,morena district,388876,21768637
Madhya Pradesh,2022,1,alirajpur district,61920,11727737
Madhya Pradesh,2022,1,sehore district,430004,49205647
Madhya Pradesh,2022,1,rajgarh district,367926,62421064
Madhya Pradesh,2022,1,khargone district,376319,48347724
Madhya Pradesh,2022,1,satna district,488378,33592833
Madhya Pradesh,2022,1,narsinghpur district,282944,25561900
Madhya Pradesh,2022,1,jabalpur district,844191,24394123
Madhya Pradesh,2022,1,hoshangabad district,366938,29354309
Madhya Pradesh,2022,1,vidisha district,367348,46490241
Madhya Pradesh,2022,1,balaghat district,370280,39414533
Madhya Pradesh,2022,1,singrauli district,295276,40994249
Madhya Pradesh,2022,1,betul district,377802,49890477
Madhya Pradesh,2022,1,sidhi district,185333,24215691
Madhya Pradesh,2022,1,datia district,142528,13244758
Madhya Pradesh,2022,1,dewas district,474588,48508371
Madhya Pradesh,2022,1,sheopur district,100534,15536400
Madhya Pradesh,2022,1,neemuch district,239780,21877459
Madhya Pradesh,2022,1,raisen district,362669,49467462
Madhya Pradesh,2022,1,mandsaur district,377419,36819711
Madhya Pradesh,2022,1,barwani district,183591,32086865
Madhya Pradesh,2022,1,katni district,260231,20065734
Madhya Pradesh,2022,1,dindori district,89318,22224905
Madhya Pradesh,2022,1,shivpuri district,299591,47644691
Madhya Pradesh,2022,1,gwalior district,919789,21816530
Madhya Pradesh,2022,1,anuppur district,150308,19714961
Madhya Pradesh,2022,1,agar malwa district,125155,22711095
Madhya Pradesh,2022,1,ashoknagar district,148280,26154858
Madhya Pradesh,2022,1,sagar district,573791,48260052
Madhya Pradesh,2022,1,niwari district,64887,6027694
Madhya Pradesh,2022,1,rewa district,533627,33192405
Madhya Pradesh,2022,1,shajapur district,253170,28919127
Madhya Pradesh,2022,1,ujjain district,680599,45055866
Madhya Pradesh,2022,1,bhind district,325633,20919839
Madhya Pradesh,2022,1,tikamgarh district,164789,19731880
Madhya Pradesh,2022,1,seoni district,271212,49526971
Madhya Pradesh,2022,1,harda district,132707,15830168
Madhya Pradesh,2022,1,burhanpur district,152924,15045980
Madhya Pradesh,2022,1,damoh district,201320,24840452
Madhya Pradesh,2022,1,bhopal district,1729248,31263898
Madhya Pradesh,2022,1,jhabua district,132178,21880765
Madhya Pradesh,2022,1,dhar district,554545,57969630
Madhya Pradesh,2022,1,guna district,343862,38333265
Madhya Pradesh,2022,1,east nimar district,264991,37995487
Madhya Pradesh,2022,1,chhindwara district,528140,65934049
Madhya Pradesh,2022,1,umaria district,103376,18472993
Madhya Pradesh,2022,1,mandla district,166586,27363618
Madhya Pradesh,2022,1,indore district,2291709,46090777
Madhya Pradesh,2022,1,shahdol district,220235,28376385
Madhya Pradesh,2022,1,ratlam district,413474,36019214
Madhya Pradesh,2022,1,panna district,134571,23797099
Madhya Pradesh,2022,1,chhatarpur district,341257,32165896
Madhya Pradesh,2022,2,morena district,412027,25371349
Madhya Pradesh,2022,2,alirajpur district,65571,15300969
Madhya Pradesh,2022,2,sehore district,454731,54822706
Madhya Pradesh,2022,2,rajgarh district,390496,68113161
Madhya Pradesh,2022,2,khargone district,397821,59733754
Madhya Pradesh,2022,2,satna district,516107,37628973
Madhya Pradesh,2022,2,narsinghpur district,298700,26169243
Madhya Pradesh,2022,2,jabalpur district,889518,27216327
Madhya Pradesh,2022,2,hoshangabad district,387536,37197974
Madhya Pradesh,2022,2,vidisha district,388442,53026458
Madhya Pradesh,2022,2,balaghat district,391383,45171692
Madhya Pradesh,2022,2,singrauli district,312534,45373259
Madhya Pradesh,2022,2,betul district,399176,58096392
Madhya Pradesh,2022,2,sidhi district,196329,28025577
Madhya Pradesh,2022,2,datia district,150774,15523129
Madhya Pradesh,2022,2,dewas district,501534,54677620
Madhya Pradesh,2022,2,sheopur district,106402,16991479
Madhya Pradesh,2022,2,neemuch district,253877,24434188
Madhya Pradesh,2022,2,raisen district,383364,57331676
Madhya Pradesh,2022,2,mandsaur district,400096,40440643
Madhya Pradesh,2022,2,barwani district,194224,39803106
Madhya Pradesh,2022,2,katni district,274971,22526876
Madhya Pradesh,2022,2,dindori district,94425,25676977
Madhya Pradesh,2022,2,shivpuri district,317649,53953678
Madhya Pradesh,2022,2,gwalior district,970340,24362874
Madhya Pradesh,2022,2,anuppur district,159037,21223816
Madhya Pradesh,2022,2,agar malwa district,132817,24914518
Madhya Pradesh,2022,2,ashoknagar district,156794,26980521
Madhya Pradesh,2022,2,sagar district,605733,54155963
Madhya Pradesh,2022,2,niwari district,68906,6303748
Madhya Pradesh,2022,2,rewa district,564327,38642979
Madhya Pradesh,2022,2,shajapur district,268228,30252112
Madhya Pradesh,2022,2,ujjain district,719339,48193387
Madhya Pradesh,2022,2,bhind district,345153,26268517
Madhya Pradesh,2022,2,tikamgarh district,174899,21087772
Madhya Pradesh,2022,2,seoni district,286648,56031826
Madhya Pradesh,2022,2,harda district,140211,20398665
Madhya Pradesh,2022,2,burhanpur district,161559,19056842
Madhya Pradesh,2022,2,damoh district,212717,28176780
Madhya Pradesh,2022,2,bhopal district,1820625,31358426
Madhya Pradesh,2022,2,jhabua district,140021,27315519
Madhya Pradesh,2022,2,dhar district,586670,68292994
Madhya Pradesh,2022,2,guna district,364137,44106363
Madhya Pradesh,2022,2,east nimar district,280660,44637219
Madhya Pradesh,2022,2,chhindwara district,557958,74250829
Madhya Pradesh,2022,2,umaria district,109416,20271349
Madhya Pradesh,2022,2,mandla district,176186,33770089
Madhya Pradesh,2022,2,indore district,2412576,45049827
Madhya Pradesh,2022,2,shahdol district,232570,31344146
Madhya Pradesh,2022,2,ratlam district,437346,37515472
Madhya Pradesh,2022,2,panna district,142521,29004914
Madhya Pradesh,2022,2,chhatarpur district,361336,37291459
Madhya Pradesh,2022,3,morena district,435365,29225681
Madhya Pradesh,2022,3,alirajpur district,69009,16877220
Madhya Pradesh,2022,3,sehore district,479372,53923607
Madhya Pradesh,2022,3,rajgarh district,412875,71480112
Madhya Pradesh,2022,3,khargone district,419471,71179836
Madhya Pradesh,2022,3,satna district,544011,38676527
Madhya Pradesh,2022,3,narsinghpur district,314303,26656335
Madhya Pradesh,2022,3,jabalpur district,935649,27371579
Madhya Pradesh,2022,3,hoshangabad district,408032,33285369
Madhya Pradesh,2022,3,vidisha district,409741,52919367
Madhya Pradesh,2022,3,balaghat district,412637,45695665
Madhya Pradesh,2022,3,singrauli district,329936,48468832
Madhya Pradesh,2022,3,betul district,420313,58352021
Madhya Pradesh,2022,3,sidhi district,206995,31410932
Madhya Pradesh,2022,3,datia district,158829,17977792
Madhya Pradesh,2022,3,dewas district,528609,58429919
Madhya Pradesh,2022,3,sheopur district,112197,21431237
Madhya Pradesh,2022,3,neemuch district,268121,29133456
